N,expert_pool,flush_mb,path,comparison,transport,method,seeds,live_experts_min,live_experts_max,tokens_per_live_expert_min,tokens_per_live_expert_max,median_ms,min_ms,max_ms,standard_baseline,tma_baseline_median_ms,median_speedup_vs_tma,median_time_reduction_vs_tma_pct,transport_no_pf_baseline,median_speedup_vs_transport_no_pf,median_time_reduction_vs_transport_no_pf_pct
512,128,512,actcomp,actcomp_packed_smem_producer,tma,pf32x4_current_wait0_tma_smem,3,128,128,18,50,4.176320,4.163856,4.191136,no_pf_tma_smem,4.196832,1.004912,0.4887,no_pf_tma_smem,1.004912,0.4887
512,128,512,actcomp,actcomp_packed_smem_producer,tma,pf64x2_current_tma_smem,3,128,128,18,50,4.100992,4.089216,4.113904,no_pf_tma_smem,4.196832,1.023366,2.2833,no_pf_tma_smem,1.023366,2.2833
512,384,0,actcomp,actcomp_packed_smem_producer,cta_nc,no_pf_cta_nc_actcomp_smem,3,384,384,3,25,12.250561,12.242111,12.336320,no_pf_tma_smem,12.667616,1.030768,2.9850,no_pf_cta_nc_actcomp_smem,1.000000,0.0000
512,384,0,actcomp,actcomp_packed_smem_producer,cta_nc,pf128_current_cta_nc_actcomp_smem,3,384,384,3,25,12.084703,12.065664,12.212064,no_pf_tma_smem,12.667616,1.046564,4.4492,no_pf_cta_nc_actcomp_smem,1.013025,1.2858
512,384,0,actcomp,actcomp_packed_smem_producer,cta_nc,pf32x4_current_cta_nc_actcomp_smem,3,384,384,3,25,11.870640,11.843103,12.002928,no_pf_tma_smem,12.667616,1.063758,5.9937,no_pf_cta_nc_actcomp_smem,1.032005,3.1013
512,384,0,actcomp,actcomp_packed_smem_producer,cta_nc,pf32x4_current_wait0_cta_nc_actcomp_smem,3,384,384,3,25,11.965055,11.962193,12.075184,no_pf_tma_smem,12.667616,1.055616,5.2686,no_pf_cta_nc_actcomp_smem,1.023155,2.2631
512,384,0,actcomp,actcomp_packed_smem_producer,tma,no_pf_tma_smem,3,384,384,3,25,12.667616,12.627488,12.710848,no_pf_tma_smem,12.667616,1.000000,0.0000,no_pf_tma_smem,1.000000,0.0000
512,384,0,actcomp,actcomp_packed_smem_producer,tma,pf128_current_tma_smem,3,384,384,3,25,12.072256,12.054288,12.141665,no_pf_tma_smem,12.667616,1.046878,4.4779,no_pf_tma_smem,1.046878,4.4779
512,384,0,actcomp,actcomp_packed_smem_producer,tma,pf32x4_current_tma_smem,3,384,384,3,25,11.874928,11.863487,11.982336,no_pf_tma_smem,12.667616,1.064399,6.0503,no_pf_tma_smem,1.064399,6.0503
512,384,0,actcomp,actcomp_packed_smem_producer,tma,pf32x4_current_wait0_tma_smem,3,384,384,3,25,12.150288,12.078720,12.172512,no_pf_tma_smem,12.667616,1.044226,4.2352,no_pf_tma_smem,1.044226,4.2352
512,384,0,actcomp,actcomp_packed_smem_producer,tma,pf64x2_current_tma_smem,3,384,384,3,25,11.877439,11.851040,11.957600,no_pf_tma_smem,12.667616,1.065517,6.1489,no_pf_tma_smem,1.065517,6.1489
512,384,128,actcomp,actcomp_packed_smem_producer,cta_nc,no_pf_cta_nc_actcomp_smem,3,384,384,3,25,12.282528,12.261007,12.355345,no_pf_tma_smem,12.658319,1.030492,2.9589,no_pf_cta_nc_actcomp_smem,1.000000,0.0000
512,384,128,actcomp,actcomp_packed_smem_producer,cta_nc,pf128_current_cta_nc_actcomp_smem,3,384,384,3,25,12.121103,12.081504,12.208752,no_pf_tma_smem,12.658319,1.044321,4.2440,no_pf_cta_nc_actcomp_smem,1.012007,1.1865
512,384,128,actcomp,actcomp_packed_smem_producer,cta_nc,pf32x4_current_cta_nc_actcomp_smem,3,384,384,3,25,11.919952,11.913216,12.016272,no_pf_tma_smem,12.658319,1.060445,5.6999,no_pf_cta_nc_actcomp_smem,1.029194,2.8366
512,384,128,actcomp,actcomp_packed_smem_producer,cta_nc,pf32x4_current_wait0_cta_nc_actcomp_smem,3,384,384,3,25,11.988512,11.974607,12.095088,no_pf_tma_smem,12.658319,1.055604,5.2675,no_pf_cta_nc_actcomp_smem,1.022730,2.2225
512,384,128,actcomp,actcomp_packed_smem_producer,tma,no_pf_tma_smem,3,384,384,3,25,12.658319,12.640448,12.732080,no_pf_tma_smem,12.658319,1.000000,0.0000,no_pf_tma_smem,1.000000,0.0000
512,384,128,actcomp,actcomp_packed_smem_producer,tma,pf128_current_tma_smem,3,384,384,3,25,12.111408,12.110144,12.184656,no_pf_tma_smem,12.658319,1.044927,4.2996,no_pf_tma_smem,1.044927,4.2996
512,384,128,actcomp,actcomp_packed_smem_producer,tma,pf32x4_current_tma_smem,3,384,384,3,25,11.919920,11.912656,12.008336,no_pf_tma_smem,12.658319,1.061094,5.7576,no_pf_tma_smem,1.061094,5.7576
512,384,128,actcomp,actcomp_packed_smem_producer,tma,pf32x4_current_wait0_tma_smem,3,384,384,3,25,12.157488,12.111456,12.209743,no_pf_tma_smem,12.658319,1.042780,4.1025,no_pf_tma_smem,1.042780,4.1025
512,384,128,actcomp,actcomp_packed_smem_producer,tma,pf64x2_current_tma_smem,3,384,384,3,25,11.921856,11.883137,11.999952,no_pf_tma_smem,12.658319,1.061774,5.8180,no_pf_tma_smem,1.061774,5.8180
512,384,512,actcomp,actcomp_packed_smem_producer,cta_nc,no_pf_cta_nc_actcomp_smem,3,384,384,3,25,12.287888,12.261040,12.369265,no_pf_tma_smem,12.661264,1.030267,2.9378,no_pf_cta_nc_actcomp_smem,1.000000,0.0000
512,384,512,actcomp,actcomp_packed_smem_producer,cta_nc,pf128_current_cta_nc_actcomp_smem,3,384,384,3,25,12.118032,12.079920,12.197424,no_pf_tma_smem,12.661264,1.044828,4.2905,no_pf_cta_nc_actcomp_smem,1.014088,1.3893
512,384,512,actcomp,actcomp_packed_smem_producer,cta_nc,pf32x4_current_cta_nc_actcomp_smem,3,384,384,3,25,11.882193,11.867249,12.023424,no_pf_tma_smem,12.661264,1.063594,5.9791,no_pf_cta_nc_actcomp_smem,1.033183,3.2117
512,384,512,actcomp,actcomp_packed_smem_producer,cta_nc,pf32x4_current_wait0_cta_nc_actcomp_smem,3,384,384,3,25,11.984560,11.979680,12.093328,no_pf_tma_smem,12.661264,1.054509,5.1691,no_pf_cta_nc_actcomp_smem,1.023486,2.2947
512,384,512,actcomp,actcomp_packed_smem_producer,tma,no_pf_tma_smem,3,384,384,3,25,12.661264,12.637824,12.743649,no_pf_tma_smem,12.661264,1.000000,0.0000,no_pf_tma_smem,1.000000,0.0000
512,384,512,actcomp,actcomp_packed_smem_producer,tma,pf128_current_tma_smem,3,384,384,3,25,12.124767,12.099968,12.183776,no_pf_tma_smem,12.661264,1.045952,4.3933,no_pf_tma_smem,1.045952,4.3933
512,384,512,actcomp,actcomp_packed_smem_producer,tma,pf32x4_current_tma_smem,3,384,384,3,25,11.921440,11.914703,12.025792,no_pf_tma_smem,12.661264,1.060691,5.7219,no_pf_tma_smem,1.060691,5.7219
512,384,512,actcomp,actcomp_packed_smem_producer,tma,pf32x4_current_wait0_tma_smem,3,384,384,3,25,12.159280,12.098976,12.218288,no_pf_tma_smem,12.661264,1.042998,4.1225,no_pf_tma_smem,1.042998,4.1225
512,384,512,actcomp,actcomp_packed_smem_producer,tma,pf64x2_current_tma_smem,3,384,384,3,25,11.927040,11.882015,12.001823,no_pf_tma_smem,12.661264,1.061809,5.8211,no_pf_tma_smem,1.061809,5.8211
8,128,0,actcomp,actcomp_packed_smem_producer,cta_nc,no_pf_cta_nc_actcomp_smem,3,51,53,1,3,1.888896,1.875648,1.910320,no_pf_tma_smem,2.035184,1.077446,7.1879,no_pf_cta_nc_actcomp_smem,1.000000,0.0000
8,128,0,actcomp,actcomp_packed_smem_producer,cta_nc,pf128_current_cta_nc_actcomp_smem,3,51,53,1,3,1.906016,1.902032,1.922208,no_pf_tma_smem,2.035184,1.067081,6.2864,no_pf_cta_nc_actcomp_smem,0.993094,-0.6954
8,128,0,actcomp,actcomp_packed_smem_producer,cta_nc,pf32x4_current_cta_nc_actcomp_smem,3,51,53,1,3,1.913584,1.901936,1.922448,no_pf_tma_smem,2.035184,1.066948,6.2747,no_pf_cta_nc_actcomp_smem,0.987099,-1.3070
8,128,0,actcomp,actcomp_packed_smem_producer,cta_nc,pf32x4_current_wait0_cta_nc_actcomp_smem,3,51,53,1,3,1.971552,1.953280,2.002256,no_pf_tma_smem,2.035184,1.032275,3.1266,no_pf_cta_nc_actcomp_smem,0.958076,-4.3759
8,128,0,actcomp,actcomp_packed_smem_producer,tma,no_pf_tma_smem,3,51,53,1,3,2.035184,2.030992,2.051152,no_pf_tma_smem,2.035184,1.000000,0.0000,no_pf_tma_smem,1.000000,0.0000
8,128,0,actcomp,actcomp_packed_smem_producer,tma,pf128_current_tma_smem,3,51,53,1,3,2.079376,2.073648,2.089504,no_pf_tma_smem,2.035184,0.981451,-1.8900,no_pf_tma_smem,0.981451,-1.8900
8,128,0,actcomp,actcomp_packed_smem_producer,tma,pf32x4_current_tma_smem,3,51,53,1,3,2.038528,2.034384,2.062960,no_pf_tma_smem,2.035184,0.998333,-0.1670,no_pf_tma_smem,0.998333,-0.1670
8,128,0,actcomp,actcomp_packed_smem_producer,tma,pf32x4_current_wait0_tma_smem,3,51,53,1,3,2.115392,2.109584,2.119008,no_pf_tma_smem,2.035184,0.962745,-3.8696,no_pf_tma_smem,0.962745,-3.8696
8,128,0,actcomp,actcomp_packed_smem_producer,tma,pf64x2_current_tma_smem,3,51,53,1,3,2.048432,2.038112,2.068352,no_pf_tma_smem,2.035184,0.993533,-0.6509,no_pf_tma_smem,0.993533,-0.6509
8,128,128,actcomp,actcomp_packed_smem_producer,cta_nc,no_pf_cta_nc_actcomp_smem,3,51,53,1,3,1.923936,1.906336,1.932944,no_pf_tma_smem,2.059136,1.074681,6.9492,no_pf_cta_nc_actcomp_smem,1.000000,0.0000
8,128,128,actcomp,actcomp_packed_smem_producer,cta_nc,pf128_current_cta_nc_actcomp_smem,3,51,53,1,3,1.932160,1.931872,1.953168,no_pf_tma_smem,2.059136,1.065717,6.1665,no_pf_cta_nc_actcomp_smem,0.989646,-1.0463
8,128,128,actcomp,actcomp_packed_smem_producer,cta_nc,pf32x4_current_cta_nc_actcomp_smem,3,51,53,1,3,1.938016,1.928784,1.950384,no_pf_tma_smem,2.059136,1.062497,5.8821,no_pf_cta_nc_actcomp_smem,0.991058,-0.9023
8,128,128,actcomp,actcomp_packed_smem_producer,cta_nc,pf32x4_current_wait0_cta_nc_actcomp_smem,3,51,53,1,3,2.010368,1.998736,2.054272,no_pf_tma_smem,2.059136,1.024258,2.3684,no_pf_cta_nc_actcomp_smem,0.953771,-4.8470
8,128,128,actcomp,actcomp_packed_smem_producer,tma,no_pf_tma_smem,3,51,53,1,3,2.059136,2.048704,2.084832,no_pf_tma_smem,2.059136,1.000000,0.0000,no_pf_tma_smem,1.000000,0.0000
8,128,128,actcomp,actcomp_packed_smem_producer,tma,pf128_current_tma_smem,3,51,53,1,3,2.092224,2.090528,2.110320,no_pf_tma_smem,2.059136,0.984984,-1.5245,no_pf_tma_smem,0.984984,-1.5245
8,128,128,actcomp,actcomp_packed_smem_producer,tma,pf32x4_current_tma_smem,3,51,53,1,3,2.068144,2.048672,2.089696,no_pf_tma_smem,2.059136,0.997672,-0.2333,no_pf_tma_smem,0.997672,-0.2333
8,128,128,actcomp,actcomp_packed_smem_producer,tma,pf32x4_current_wait0_tma_smem,3,51,53,1,3,2.126912,2.120992,2.135424,no_pf_tma_smem,2.059136,0.970836,-3.0040,no_pf_tma_smem,0.970836,-3.0040
8,128,128,actcomp,actcomp_packed_smem_producer,tma,pf64x2_current_tma_smem,3,51,53,1,3,2.077584,2.059936,2.101776,no_pf_tma_smem,2.059136,0.991938,-0.8127,no_pf_tma_smem,0.991938,-0.8127
8,128,512,actcomp,actcomp_packed_smem_producer,cta_nc,no_pf_cta_nc_actcomp_smem,3,51,53,1,3,1.905600,1.905136,1.927808,no_pf_tma_smem,2.066864,1.081237,7.5134,no_pf_cta_nc_actcomp_smem,1.000000,0.0000
8,128,512,actcomp,actcomp_packed_smem_producer,cta_nc,pf128_current_cta_nc_actcomp_smem,3,51,53,1,3,1.935984,1.928672,1.954032,no_pf_tma_smem,2.066864,1.067604,6.3323,no_pf_cta_nc_actcomp_smem,0.986580,-1.3603
8,128,512,actcomp,actcomp_packed_smem_producer,cta_nc,pf32x4_current_cta_nc_actcomp_smem,3,51,53,1,3,1.942048,1.931952,1.962176,no_pf_tma_smem,2.066864,1.064270,6.0389,no_pf_cta_nc_actcomp_smem,0.982485,-1.7828
8,128,512,actcomp,actcomp_packed_smem_producer,cta_nc,pf32x4_current_wait0_cta_nc_actcomp_smem,3,51,53,1,3,2.006992,1.995088,2.050704,no_pf_tma_smem,2.066864,1.029832,2.8968,no_pf_cta_nc_actcomp_smem,0.949481,-5.3207
8,128,512,actcomp,actcomp_packed_smem_producer,tma,no_pf_tma_smem,3,51,53,1,3,2.066864,2.059904,2.081504,no_pf_tma_smem,2.066864,1.000000,0.0000,no_pf_tma_smem,1.000000,0.0000
8,128,512,actcomp,actcomp_packed_smem_producer,tma,pf128_current_tma_smem,3,51,53,1,3,2.092704,2.086272,2.107600,no_pf_tma_smem,2.066864,0.987618,-1.2537,no_pf_tma_smem,0.987618,-1.2537
8,128,512,actcomp,actcomp_packed_smem_producer,tma,pf32x4_current_tma_smem,3,51,53,1,3,2.060832,2.051056,2.074080,no_pf_tma_smem,2.066864,1.003579,0.3567,no_pf_tma_smem,1.003579,0.3567
8,128,512,actcomp,actcomp_packed_smem_producer,tma,pf32x4_current_wait0_tma_smem,3,51,53,1,3,2.126688,2.125456,2.135552,no_pf_tma_smem,2.066864,0.971870,-2.8944,no_pf_tma_smem,0.971870,-2.8944
8,128,512,actcomp,actcomp_packed_smem_producer,tma,pf64x2_current_tma_smem,3,51,53,1,3,2.076960,2.067120,2.092704,no_pf_tma_smem,2.066864,0.995139,-0.4885,no_pf_tma_smem,0.995139,-0.4885
8,384,0,actcomp,actcomp_packed_smem_producer,cta_nc,no_pf_cta_nc_actcomp_smem,3,58,60,1,2,2.005872,1.953648,2.018016,no_pf_tma_smem,2.102848,1.048346,4.6117,no_pf_cta_nc_actcomp_smem,1.000000,0.0000
8,384,0,actcomp,actcomp_packed_smem_producer,cta_nc,pf128_current_cta_nc_actcomp_smem,3,58,60,1,2,2.018064,1.991360,2.040688,no_pf_tma_smem,2.102848,1.042013,4.0319,no_pf_cta_nc_actcomp_smem,0.988890,-1.1235
8,384,0,actcomp,actcomp_packed_smem_producer,cta_nc,pf32x4_current_cta_nc_actcomp_smem,3,58,60,1,2,2.037120,2.010912,2.037360,no_pf_tma_smem,2.102848,1.034983,3.3800,no_pf_cta_nc_actcomp_smem,0.984545,-1.5698
8,384,0,actcomp,actcomp_packed_smem_producer,cta_nc,pf32x4_current_wait0_cta_nc_actcomp_smem,3,58,60,1,2,2.117360,2.083936,2.121232,no_pf_tma_smem,2.102848,0.993943,-0.6094,no_pf_cta_nc_actcomp_smem,0.947346,-5.5581
8,384,0,actcomp,actcomp_packed_smem_producer,tma,no_pf_tma_smem,3,58,60,1,2,2.102848,2.097280,2.108384,no_pf_tma_smem,2.102848,1.000000,0.0000,no_pf_tma_smem,1.000000,0.0000
8,384,0,actcomp,actcomp_packed_smem_producer,tma,pf128_current_tma_smem,3,58,60,1,2,2.114352,2.110496,2.118880,no_pf_tma_smem,2.102848,0.993738,-0.6301,no_pf_tma_smem,0.993738,-0.6301
8,384,0,actcomp,actcomp_packed_smem_producer,tma,pf32x4_current_tma_smem,3,58,60,1,2,2.096896,2.096880,2.098880,no_pf_tma_smem,2.102848,1.001891,0.1887,no_pf_tma_smem,1.001891,0.1887
8,384,0,actcomp,actcomp_packed_smem_producer,tma,pf32x4_current_wait0_tma_smem,3,58,60,1,2,2.230384,2.181776,2.254288,no_pf_tma_smem,2.102848,0.942819,-6.0649,no_pf_tma_smem,0.942819,-6.0649
8,384,0,actcomp,actcomp_packed_smem_producer,tma,pf64x2_current_tma_smem,3,58,60,1,2,2.101856,2.100768,2.107040,no_pf_tma_smem,2.102848,0.998010,-0.1993,no_pf_tma_smem,0.998010,-0.1993
8,384,128,actcomp,actcomp_packed_smem_producer,cta_nc,no_pf_cta_nc_actcomp_smem,3,58,60,1,2,2.026912,1.996400,2.035264,no_pf_tma_smem,2.108928,1.041174,3.9546,no_pf_cta_nc_actcomp_smem,1.000000,0.0000
8,384,128,actcomp,actcomp_packed_smem_producer,cta_nc,pf128_current_cta_nc_actcomp_smem,3,58,60,1,2,2.047248,2.014816,2.047648,no_pf_tma_smem,2.108928,1.030832,2.9909,no_pf_cta_nc_actcomp_smem,0.990860,-0.9225
8,384,128,actcomp,actcomp_packed_smem_producer,cta_nc,pf32x4_current_cta_nc_actcomp_smem,3,58,60,1,2,2.047840,2.012784,2.050576,no_pf_tma_smem,2.108928,1.030534,2.9629,no_pf_cta_nc_actcomp_smem,0.991860,-0.8207
8,384,128,actcomp,actcomp_packed_smem_producer,cta_nc,pf32x4_current_wait0_cta_nc_actcomp_smem,3,58,60,1,2,2.119088,2.117152,2.120352,no_pf_tma_smem,2.108928,0.995205,-0.4818,no_pf_cta_nc_actcomp_smem,0.957377,-4.4521
8,384,128,actcomp,actcomp_packed_smem_producer,tma,no_pf_tma_smem,3,58,60,1,2,2.108928,2.105264,2.110368,no_pf_tma_smem,2.108928,1.000000,0.0000,no_pf_tma_smem,1.000000,0.0000
8,384,128,actcomp,actcomp_packed_smem_producer,tma,pf128_current_tma_smem,3,58,60,1,2,2.129456,2.112880,2.131456,no_pf_tma_smem,2.108928,0.990106,-0.9993,no_pf_tma_smem,0.990106,-0.9993
8,384,128,actcomp,actcomp_packed_smem_producer,tma,pf32x4_current_tma_smem,3,58,60,1,2,2.105760,2.096784,2.106592,no_pf_tma_smem,2.108928,1.002188,0.2184,no_pf_tma_smem,1.002188,0.2184
8,384,128,actcomp,actcomp_packed_smem_producer,tma,pf32x4_current_wait0_tma_smem,3,58,60,1,2,2.253920,2.211408,2.267008,no_pf_tma_smem,2.108928,0.936310,-6.8022,no_pf_tma_smem,0.936310,-6.8022
8,384,128,actcomp,actcomp_packed_smem_producer,tma,pf64x2_current_tma_smem,3,58,60,1,2,2.107696,2.104960,2.110304,no_pf_tma_smem,2.108928,1.000030,0.0030,no_pf_tma_smem,1.000030,0.0030
8,384,512,actcomp,actcomp_packed_smem_producer,cta_nc,no_pf_cta_nc_actcomp_smem,3,58,60,1,2,2.006640,1.994112,2.045456,no_pf_tma_smem,2.110544,1.051780,4.9231,no_pf_cta_nc_actcomp_smem,1.000000,0.0000
8,384,512,actcomp,actcomp_packed_smem_producer,cta_nc,pf128_current_cta_nc_actcomp_smem,3,58,60,1,2,2.045600,2.014448,2.057744,no_pf_tma_smem,2.110544,1.031748,3.0771,no_pf_cta_nc_actcomp_smem,0.989905,-1.0198
8,384,512,actcomp,actcomp_packed_smem_producer,cta_nc,pf32x4_current_cta_nc_actcomp_smem,3,58,60,1,2,2.047600,2.023104,2.049536,no_pf_tma_smem,2.110544,1.033288,3.2215,no_pf_cta_nc_actcomp_smem,0.985670,-1.4539
8,384,512,actcomp,actcomp_packed_smem_producer,cta_nc,pf32x4_current_wait0_cta_nc_actcomp_smem,3,58,60,1,2,2.115152,2.107072,2.117200,no_pf_tma_smem,2.110544,0.999514,-0.0486,no_pf_cta_nc_actcomp_smem,0.947780,-5.5097
8,384,512,actcomp,actcomp_packed_smem_producer,tma,no_pf_tma_smem,3,58,60,1,2,2.110544,2.106048,2.115760,no_pf_tma_smem,2.110544,1.000000,0.0000,no_pf_tma_smem,1.000000,0.0000
8,384,512,actcomp,actcomp_packed_smem_producer,tma,pf128_current_tma_smem,3,58,60,1,2,2.127456,2.116144,2.131920,no_pf_tma_smem,2.110544,0.992420,-0.7638,no_pf_tma_smem,0.992420,-0.7638
8,384,512,actcomp,actcomp_packed_smem_producer,tma,pf32x4_current_tma_smem,3,58,60,1,2,2.102256,2.099712,2.103200,no_pf_tma_smem,2.110544,1.003492,0.3480,no_pf_tma_smem,1.003492,0.3480
8,384,512,actcomp,actcomp_packed_smem_producer,tma,pf32x4_current_wait0_tma_smem,3,58,60,1,2,2.255120,2.229376,2.258512,no_pf_tma_smem,2.110544,0.938203,-6.5868,no_pf_tma_smem,0.938203,-6.5868
8,384,512,actcomp,actcomp_packed_smem_producer,tma,pf64x2_current_tma_smem,3,58,60,1,2,2.102368,2.101440,2.104080,no_pf_tma_smem,2.110544,1.003889,0.3874,no_pf_tma_smem,1.003889,0.3874
