gpu,sms,path,method,destination,pf_shape,routing,route_seed,repeats,flush_mb,E,N,I,H,TOPK,expert_pool,live_experts,assignments,min_tokens_per_live_expert,max_tokens_per_live_expert,ms,median_live_CTA_cyc,W_bytes,S_bytes,X_useful_bytes,X_consumer_bytes,X_global_bytes,pf_requested_bytes,X_useful_GBps,X_consumer_GBps,X_global_GBps,pf_requested_GBps,total_useful_GBps,total_consumer_GBps,checksum
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf64x4_current_wait0_lead1_async_direct,rmem,4x64B_current_wait0_lead1_async,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,128,128,1024,2,20,6.187824,7142220,3758096384,469762048,58720256,1879048192,1879048192,116916224,9.489645,303.668643,303.668643,18.894561,692.744092,986.923089,0xc8d748c2f6bafec6
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,no_pf_tma_smem,smem_then_rmem,none,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,128,128,1024,2,20,6.512896,8447545,3758096384,469762048,58720256,1879048192,58720256,0,9.015998,288.511927,9.015998,0.000000,658.167833,937.663762,0xc8d748c2f6bafec6
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf128_current_tma_smem,smem_then_rmem,1x128B_current,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,128,128,1024,2,20,6.404064,7232993,3758096384,469762048,58720256,1879048192,58720256,58720256,9.169217,293.414953,9.169217,9.169217,669.352862,953.598598,0xc8d748c2f6bafec6
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf64x2_current_tma_smem,smem_then_rmem,2x64B_current,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,128,128,1024,2,20,6.418144,7199867,3758096384,469762048,58720256,1879048192,58720256,58720256,9.149102,292.771263,9.149102,9.149102,667.884444,951.506605,0xc8d748c2f6bafec6
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf128x2_current_lead1_tma_smem,smem_then_rmem,2x128B_current_lead1,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,128,128,1024,2,20,6.432272,7196373,3758096384,469762048,58720256,1879048192,58720256,116916224,9.129007,292.128225,9.129007,18.176505,666.417514,949.416732,0xc8d748c2f6bafec6
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf64x4_current_lead1_tma_smem,smem_then_rmem,4x64B_current_lead1,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,128,128,1024,2,20,6.479536,7266289,3758096384,469762048,58720256,1879048192,58720256,116916224,9.062417,289.997336,9.062417,18.043919,661.556422,942.491341,0xc8d748c2f6bafec6
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf64x4_current_wait0_lead1_async_tma_smem,smem_then_rmem,4x64B_current_wait0_lead1_async,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,128,128,1024,2,20,6.522192,7335078,3758096384,469762048,58720256,1879048192,58720256,116916224,9.003147,288.100717,9.003147,17.925910,657.229761,936.327330,0xc8d748c2f6bafec6
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,no_pf_direct,rmem,none,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,128,128,1024,2,20,4.857264,6975000,3758096384,469762048,58720256,1879048192,1879048192,0,12.089163,386.853211,386.853211,0.000000,882.508888,1257.272936,0x88462bac2fafd99a
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128_current_direct,rmem,1x128B_current,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,128,128,1024,2,20,4.422800,7148599,3758096384,469762048,58720256,1879048192,1879048192,58720256,13.276715,424.854880,424.854880,13.276715,969.200196,1380.778361,0x88462bac2fafd99a
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x2_current_direct,rmem,2x64B_current,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,128,128,1024,2,20,4.416224,7064424,3758096384,469762048,58720256,1879048192,1879048192,58720256,13.296485,425.487518,425.487518,13.296485,970.643402,1382.834435,0x88462bac2fafd99a
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128x2_current_lead1_direct,rmem,2x128B_current_lead1,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,128,128,1024,2,20,4.276224,6840482,3758096384,469762048,58720256,1879048192,1879048192,116916224,13.731800,439.417611,439.417611,27.340995,1002.421424,1428.107234,0x88462bac2fafd99a
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x4_current_lead1_direct,rmem,4x64B_current_lead1,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,128,128,1024,2,20,4.305552,6807599,3758096384,469762048,58720256,1879048192,1879048192,116916224,13.638264,436.424456,436.424456,27.154758,995.593290,1418.379482,0x88462bac2fafd99a
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x4_current_wait0_lead1_async_direct,rmem,4x64B_current_wait0_lead1_async,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,128,128,1024,2,20,4.342496,6855827,3758096384,469762048,58720256,1879048192,1879048192,116916224,13.522236,432.711562,432.711562,26.923738,987.123251,1406.312577,0x88462bac2fafd99a
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,no_pf_tma_smem,smem_then_rmem,none,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,128,128,1024,2,20,4.274624,6946232,3758096384,469762048,58720256,1879048192,58720256,0,13.736941,439.582113,13.736941,0.000000,1002.796695,1428.641866,0x88462bac2fafd99a
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128_current_tma_smem,smem_then_rmem,1x128B_current,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,128,128,1024,2,20,4.529712,6954313,3758096384,469762048,58720256,1879048192,58720256,58720256,12.963353,414.827280,12.963353,12.963353,946.324733,1348.188661,0x88462bac2fafd99a
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x2_current_tma_smem,smem_then_rmem,2x64B_current,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,128,128,1024,2,20,4.562336,6939085,3758096384,469762048,58720256,1879048192,58720256,58720256,12.870656,411.860986,12.870656,12.870656,939.557875,1338.548206,0x88462bac2fafd99a
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128x2_current_lead1_tma_smem,smem_then_rmem,2x128B_current_lead1,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,128,128,1024,2,20,4.540448,6891476,3758096384,469762048,58720256,1879048192,58720256,116916224,12.932700,413.846412,12.932700,25.749930,944.087127,1345.000839,0x88462bac2fafd99a
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x4_current_lead1_tma_smem,smem_then_rmem,4x64B_current_lead1,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,128,128,1024,2,20,4.602624,6900791,3758096384,469762048,58720256,1879048192,58720256,116916224,12.757996,408.255859,12.757996,25.402081,931.333679,1326.831543,0x88462bac2fafd99a
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x4_current_wait0_lead1_async_tma_smem,smem_then_rmem,4x64B_current_wait0_lead1_async,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,128,2048,7168,8,128,128,1024,2,20,4.650560,6973611,3758096384,469762048,58720256,1879048192,58720256,116916224,12.626490,404.047693,12.626490,25.140244,921.733800,1313.155002,0x88462bac2fafd99a
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,no_pf_direct,rmem,none,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,3.253936,6045693,3758096384,469762048,58720256,1879048192,1879048192,0,18.045916,577.469305,577.469305,0.000000,1317.351853,1876.775243,0xcef7813ae1f1e638
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,pf128_current_direct,rmem,1x128B_current,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,3.082944,6199500,3758096384,469762048,58720256,1879048192,1879048192,58720256,19.046813,609.498013,609.498013,19.046813,1390.417343,1980.868543,0xcef7813ae1f1e638
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,pf64x2_current_direct,rmem,2x64B_current,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,3.084656,6187904,3758096384,469762048,58720256,1879048192,1879048192,58720256,19.036241,609.159722,609.159722,19.036241,1389.645616,1979.769097,0xcef7813ae1f1e638
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,pf128x2_current_lead1_direct,rmem,2x128B_current_lead1,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,3.081520,6192653,3758096384,469762048,58720256,1879048192,1879048192,116916224,19.055614,609.779636,609.779636,37.941088,1391.059794,1981.783816,0xcef7813ae1f1e638
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,pf64x4_current_lead1_direct,rmem,4x64B_current_lead1,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,3.090768,6194015,3758096384,469762048,58720256,1879048192,1879048192,116916224,18.998598,607.955135,607.955135,37.827566,1386.897652,1975.854189,0xcef7813ae1f1e638
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,pf64x4_current_wait0_lead1_async_direct,rmem,4x64B_current_wait0_lead1_async,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,3.108304,6193206,3758096384,469762048,58720256,1879048192,1879048192,116916224,18.891413,604.525226,604.525226,37.614153,1379.073171,1964.706984,0xcef7813ae1f1e638
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,no_pf_tma_smem,smem_then_rmem,none,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,3.028304,6267718,3758096384,469762048,58720256,1879048192,58720256,0,19.390475,620.495211,19.390475,0.000000,1415.504700,2016.609436,0xcef7813ae1f1e638
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,pf128_current_tma_smem,smem_then_rmem,1x128B_current,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,3.049104,6210609,3758096384,469762048,58720256,1879048192,58720256,58720256,19.258201,616.262419,19.258201,19.258201,1405.848644,2002.852862,0xcef7813ae1f1e638
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,pf64x2_current_tma_smem,smem_then_rmem,2x64B_current,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,3.057248,6203502,3758096384,469762048,58720256,1879048192,58720256,58720256,19.206899,614.620770,19.206899,19.206899,1402.103632,1997.517504,0xcef7813ae1f1e638
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,pf128x2_current_lead1_tma_smem,smem_then_rmem,2x128B_current_lead1,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,3.084224,6232403,3758096384,469762048,58720256,1879048192,58720256,116916224,19.038908,609.245049,19.038908,37.907825,1389.840267,1980.046408,0xcef7813ae1f1e638
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,pf64x4_current_lead1_tma_smem,smem_then_rmem,4x64B_current_lead1,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,3.103392,6237826,3758096384,469762048,58720256,1879048192,58720256,116916224,18.921314,605.482039,18.921314,37.673687,1381.255902,1967.816628,0xcef7813ae1f1e638
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,pure,pf64x4_current_wait0_lead1_async_tma_smem,smem_then_rmem,4x64B_current_wait0_lead1_async,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,3.067744,6183236,3758096384,469762048,58720256,1879048192,58720256,116916224,19.141185,612.517923,19.141185,38.111467,1397.306511,1990.683248,0xcef7813ae1f1e638
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,no_pf_direct,rmem,none,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,6.894240,8675896,3758096384,469762048,58720256,1879048192,1879048192,0,8.517292,272.553333,272.553333,0.000000,621.762290,885.798331,0x7e2568777b6b567e
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf128_current_direct,rmem,1x128B_current,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,6.258704,7779849,3758096384,469762048,58720256,1879048192,1879048192,58720256,9.382175,300.229590,300.229590,9.382175,684.898752,975.746168,0x7e2568777b6b567e
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf64x2_current_direct,rmem,2x64B_current,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,6.149232,7215082,3758096384,469762048,58720256,1879048192,1879048192,58720256,9.549202,305.574455,305.574455,9.549202,697.091726,993.116980,0x7e2568777b6b567e
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf128x2_current_lead1_direct,rmem,2x128B_current_lead1,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,6.155696,7214734,3758096384,469762048,58720256,1879048192,1879048192,116916224,9.539174,305.253576,305.253576,18.993177,696.359721,992.074123,0x7e2568777b6b567e
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf64x4_current_lead1_direct,rmem,4x64B_current_lead1,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,6.109536,6954510,3758096384,469762048,58720256,1879048192,1879048192,116916224,9.611246,307.559877,307.559877,19.136678,701.620969,999.569600,0x7e2568777b6b567e
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf64x4_current_wait0_lead1_async_direct,rmem,4x64B_current_wait0_lead1_async,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,6.151184,7141235,3758096384,469762048,58720256,1879048192,1879048192,116916224,9.546171,305.477477,305.477477,19.007109,696.870494,992.801799,0x7e2568777b6b567e
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,no_pf_tma_smem,smem_then_rmem,none,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,6.508112,8599150,3758096384,469762048,58720256,1879048192,58720256,0,9.022625,288.724012,9.022625,0.000000,658.651652,938.353038,0x7e2568777b6b567e
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf128_current_tma_smem,smem_then_rmem,1x128B_current,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,6.354544,7261042,3758096384,469762048,58720256,1879048192,58720256,58720256,9.240672,295.701515,9.240672,9.240672,674.569080,961.029922,0x7e2568777b6b567e
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf64x2_current_tma_smem,smem_then_rmem,2x64B_current,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,6.354768,7204602,3758096384,469762048,58720256,1879048192,58720256,58720256,9.240346,295.691086,9.240346,9.240346,674.545290,960.996030,0x7e2568777b6b567e
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf128x2_current_lead1_tma_smem,smem_then_rmem,2x128B_current_lead1,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,6.373072,7207499,3758096384,469762048,58720256,1879048192,58720256,116916224,9.213808,294.841842,9.213808,18.345349,672.607953,958.235987,0x7e2568777b6b567e
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf64x4_current_lead1_tma_smem,smem_then_rmem,4x64B_current_lead1,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,6.415616,7272231,3758096384,469762048,58720256,1879048192,58720256,116916224,9.152707,292.886635,9.152707,18.223694,668.147636,951.881564,0x7e2568777b6b567e
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,wdequant,pf64x4_current_wait0_lead1_async_tma_smem,smem_then_rmem,4x64B_current_wait0_lead1_async,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,6.451840,7328432,3758096384,469762048,58720256,1879048192,58720256,116916224,9.101319,291.242221,9.101319,18.121377,664.396318,946.537220,0x7e2568777b6b567e
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,no_pf_direct,rmem,none,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,4.756800,7044416,3758096384,469762048,58720256,1879048192,1879048192,0,12.344488,395.023611,395.023611,0.000000,901.147612,1283.826735,0xfcdde9e86295b672
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128_current_direct,rmem,1x128B_current,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,4.407824,7179466,3758096384,469762048,58720256,1879048192,1879048192,58720256,13.321824,426.298367,426.298367,13.321824,972.493151,1385.469694,0xfcdde9e86295b672
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x2_current_direct,rmem,2x64B_current,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,4.386528,7099569,3758096384,469762048,58720256,1879048192,1879048192,58720256,13.386500,428.367991,428.367991,13.386500,977.214479,1392.195970,0xfcdde9e86295b672
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128x2_current_lead1_direct,rmem,2x128B_current_lead1,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,4.300464,6920167,3758096384,469762048,58720256,1879048192,1879048192,116916224,13.654401,436.940836,436.940836,27.186888,996.771281,1420.057716,0xfcdde9e86295b672
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x4_current_lead1_direct,rmem,4x64B_current_lead1,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,4.294448,6853620,3758096384,469762048,58720256,1879048192,1879048192,116916224,13.673529,437.552914,437.552914,27.224972,998.167585,1422.046970,0xfcdde9e86295b672
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x4_current_wait0_lead1_async_direct,rmem,4x64B_current_wait0_lead1_async,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,4.326000,6902896,3758096384,469762048,58720256,1879048192,1879048192,116916224,13.573799,434.361558,434.361558,27.026403,990.887304,1411.675063,0xfcdde9e86295b672
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,no_pf_tma_smem,smem_then_rmem,none,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,4.276928,7007423,3758096384,469762048,58720256,1879048192,58720256,0,13.729541,439.345300,13.729541,0.000000,1002.256465,1427.872225,0xfcdde9e86295b672
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128_current_tma_smem,smem_then_rmem,1x128B_current,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,4.451984,7001285,3758096384,469762048,58720256,1879048192,58720256,58720256,13.189683,422.069851,13.189683,13.189683,962.846847,1371.727015,0xfcdde9e86295b672
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x2_current_tma_smem,smem_then_rmem,2x64B_current,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,4.479696,6986282,3758096384,469762048,58720256,1879048192,58720256,58720256,13.108089,419.458838,13.108089,13.108089,956.890473,1363.241222,0xfcdde9e86295b672
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128x2_current_lead1_tma_smem,smem_then_rmem,2x128B_current_lead1,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,4.459184,6925671,3758096384,469762048,58720256,1879048192,58720256,116916224,13.168387,421.388380,13.168387,26.219199,961.292242,1369.512235,0xfcdde9e86295b672
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x4_current_lead1_tma_smem,smem_then_rmem,4x64B_current_lead1,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,128,2048,7168,8,128,128,1024,2,17,4.517744,6955541,3758096384,469762048,58720256,1879048192,58720256,116916224,12.997694,415.926216,12.997694,25.879338,948.831679,1351.760201,0xfcdde9e86295b672
